"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090010451024","Block Group 4, Census Tract 451.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001687",,,,,"09","001",,,"045102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010451024","Block Group 4",,,,219569,,,,1177,40,1137,944,754,378,160,39,1189,1094,95,1829,1749,1422,0,0,68,0,0,259,80,80,0,0,0,0,0,0
"090010452001","Block Group 1, Census Tract 452, Fairfield County, Connecticut","ACSSF","ct","150","00","0001688",,,,,"09","001",,,"045200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010452001","Block Group 1",,,,226429,,,,939,47,892,745,662,308,101,34,539,495,44,1328,1226,1165,42,0,12,0,0,7,102,72,19,0,0,0,11,0
"090010452002","Block Group 2, Census Tract 452, Fairfield County, Connecticut","ACSSF","ct","150","00","0001689",,,,,"09","001",,,"045200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010452002","Block Group 2",,,,128839,,,,1077,17,1060,1014,880,433,142,25,802,794,8,1464,1396,1190,0,0,186,0,0,20,68,68,0,0,0,0,0,0
"090010453001","Block Group 1, Census Tract 453, Fairfield County, Connecticut","ACSSF","ct","150","00","0001690",,,,,"09","001",,,"045300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010453001","Block Group 1",,,,238571,,,,715,20,695,672,573,189,65,28,536,528,8,1100,1082,917,7,0,154,0,0,4,18,13,0,0,0,0,0,5
"090010453002","Block Group 2, Census Tract 453, Fairfield County, Connecticut","ACSSF","ct","150","00","0001691",,,,,"09","001",,,"045300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010453002","Block Group 2",,,,250001,,,,975,12,963,892,784,389,109,22,715,684,31,1392,1304,1074,16,0,110,0,0,104,88,22,0,0,0,0,0,66
"090010454001","Block Group 1, Census Tract 454, Fairfield County, Connecticut","ACSSF","ct","150","00","0001692",,,,,"09","001",,,"045400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010454001","Block Group 1",,,,209250,,,,832,0,832,777,692,322,44,13,648,599,49,1297,1270,1100,0,0,137,0,0,33,27,9,0,0,0,0,0,18
"090010454002","Block Group 2, Census Tract 454, Fairfield County, Connecticut","ACSSF","ct","150","00","0001693",,,,,"09","001",,,"045400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010454002","Block Group 2",,,,214176,,,,1025,0,1025,920,797,412,52,13,1006,919,87,1726,1711,1324,46,0,239,0,0,102,15,0,0,0,0,0,15,0
"090010501001","Block Group 1, Census Tract 501, Fairfield County, Connecticut","ACSSF","ct","150","00","0001694",,,,,"09","001",,,"050100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010501001","Block Group 1",,,,250001,,,,926,11,915,915,886,490,184,42,708,708,0,1507,1360,1225,0,0,77,0,12,46,147,46,0,0,0,0,0,101
"090010501002","Block Group 2, Census Tract 501, Fairfield County, Connecticut","ACSSF","ct","150","00","0001695",,,,,"09","001",,,"050100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010501002","Block Group 2",,,,250001,,,,1030,0,1030,951,874,428,107,52,736,727,9,1527,1494,1449,0,11,20,0,14,0,33,33,0,0,0,0,0,0
"090010501003","Block Group 3, Census Tract 501, Fairfield County, Connecticut","ACSSF","ct","150","00","0001696",,,,,"09","001",,,"050100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010501003","Block Group 3",,,,250001,,,,948,11,937,882,805,561,362,24,828,781,47,1499,1470,1331,0,0,68,0,0,71,29,11,11,0,0,0,0,7
"090010502001","Block Group 1, Census Tract 502, Fairfield County, Connecticut","ACSSF","ct","150","00","0001697",,,,,"09","001",,,"050200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010502001","Block Group 1",,,,187143,,,,1052,18,1034,984,928,597,140,52,671,646,25,1687,1543,1410,23,0,67,0,0,43,144,119,0,0,0,0,7,18
"090010502002","Block Group 2, Census Tract 502, Fairfield County, Connecticut","ACSSF","ct","150","00","0001698",,,,,"09","001",,,"050200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010502002","Block Group 2",,,,241500,,,,555,8,547,527,500,264,131,27,477,464,13,770,721,638,0,0,56,0,0,27,49,8,0,0,0,0,0,41
"090010502003","Block Group 3, Census Tract 502, Fairfield County, Connecticut","ACSSF","ct","150","00","0001699",,,,,"09","001",,,"050200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010502003","Block Group 3",,,,177639,,,,859,39,820,762,706,301,77,32,740,695,45,1165,1118,943,15,39,87,0,0,34,47,29,0,0,0,0,0,18
"090010503011","Block Group 1, Census Tract 503.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001700",,,,,"09","001",,,"050301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010503011","Block Group 1",,,,210323,,,,1613,50,1563,1408,1267,570,152,0,957,888,69,2783,2753,2408,1,0,293,0,0,51,30,30,0,0,0,0,0,0
"090010503012","Block Group 2, Census Tract 503.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001701",,,,,"09","001",,,"050301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010503012","Block Group 2",,,,186193,,,,1032,43,989,931,723,324,162,34,765,765,0,1522,1328,1223,0,0,105,0,0,0,194,61,0,0,0,0,87,46
"090010503021","Block Group 1, Census Tract 503.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001702",,,,,"09","001",,,"050302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010503021","Block Group 1",,,,242566,,,,945,42,903,842,831,323,103,0,703,592,111,1431,1388,1197,0,0,58,0,95,38,43,43,0,0,0,0,0,0
"090010503022","Block Group 2, Census Tract 503.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001703",,,,,"09","001",,,"050302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010503022","Block Group 2",,,,250001,,,,1484,30,1454,1203,1042,522,257,55,1002,935,67,1954,1874,1682,4,0,169,0,0,19,80,17,0,0,0,0,24,39
"090010503023","Block Group 3, Census Tract 503.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001704",,,,,"09","001",,,"050302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010503023","Block Group 3",,,,250001,,,,599,0,599,585,534,338,181,128,451,442,9,917,917,910,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"090010504001","Block Group 1, Census Tract 504, Fairfield County, Connecticut","ACSSF","ct","150","00","0001705",,,,,"09","001",,,"050400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010504001","Block Group 1",,,,145909,,,,961,24,937,842,683,328,55,26,742,682,60,1349,1280,1060,34,0,167,0,0,19,69,54,0,0,0,0,15,0
"090010504002","Block Group 2, Census Tract 504, Fairfield County, Connecticut","ACSSF","ct","150","00","0001706",,,,,"09","001",,,"050400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010504002","Block Group 2",,,,173375,,,,747,63,684,642,519,307,135,64,461,432,29,955,851,769,18,0,17,22,0,25,104,12,0,0,0,0,78,14
"090010505001","Block Group 1, Census Tract 505, Fairfield County, Connecticut","ACSSF","ct","150","00","0001707",,,,,"09","001",,,"050500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010505001","Block Group 1",,,,193616,,,,866,9,857,739,681,415,120,17,630,591,39,1301,1257,910,23,0,186,0,0,138,44,44,0,0,0,0,0,0
"090010505002","Block Group 2, Census Tract 505, Fairfield County, Connecticut","ACSSF","ct","150","00","0001708",,,,,"09","001",,,"050500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010505002","Block Group 2",,,,175938,,,,835,5,830,704,588,293,123,9,513,481,32,1354,1320,1104,85,0,18,0,39,74,34,0,0,0,0,0,34,0
"090010505003","Block Group 3, Census Tract 505, Fairfield County, Connecticut","ACSSF","ct","150","00","0001709",,,,,"09","001",,,"050500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010505003","Block Group 3",,,,250001,,,,666,6,660,562,456,248,71,20,594,547,47,985,913,913,0,0,0,0,0,0,72,0,0,0,0,0,0,72
"090010505004","Block Group 4, Census Tract 505, Fairfield County, Connecticut","ACSSF","ct","150","00","0001710",,,,,"09","001",,,"050500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010505004","Block Group 4",,,,217250,,,,772,28,744,720,638,305,79,0,534,504,30,1370,1331,1203,23,0,77,0,0,28,39,24,0,0,0,0,0,15
"090010506001","Block Group 1, Census Tract 506, Fairfield County, Connecticut","ACSSF","ct","150","00","0001711",,,,,"09","001",,,"050600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010506001","Block Group 1",,,,250001,,,,513,0,513,426,411,198,68,25,344,344,0,771,759,678,0,0,60,0,2,19,12,12,0,0,0,0,0,0
"090010506002","Block Group 2, Census Tract 506, Fairfield County, Connecticut","ACSSF","ct","150","00","0001712",,,,,"09","001",,,"050600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010506002","Block Group 2",,,,250001,,,,631,17,614,598,453,236,120,0,465,457,8,1144,663,663,0,0,0,0,0,0,481,119,0,0,0,0,12,350
"090010506003","Block Group 3, Census Tract 506, Fairfield County, Connecticut","ACSSF","ct","150","00","0001713",,,,,"09","001",,,"050600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010506003","Block Group 3",,,,212115,,,,901,47,854,782,685,415,109,17,582,566,16,1177,1053,983,26,0,26,0,0,18,124,21,0,40,0,0,0,63
"090010551001","Block Group 1, Census Tract 551, Fairfield County, Connecticut","ACSSF","ct","150","00","0001714",,,,,"09","001",,,"055100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010551001","Block Group 1",,,,203179,,,,999,27,972,908,783,427,137,14,910,902,8,1497,1387,1184,52,27,68,0,0,56,110,17,24,0,0,0,12,57
"090010551002","Block Group 2, Census Tract 551, Fairfield County, Connecticut","ACSSF","ct","150","00","0001715",,,,,"09","001",,,"055100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010551002","Block Group 2",,,,250001,,,,349,0,349,340,301,136,58,16,282,271,11,584,533,403,0,0,92,0,0,38,51,20,7,0,0,0,9,15
"090010551003","Block Group 3, Census Tract 551, Fairfield County, Connecticut","ACSSF","ct","150","00","0001716",,,,,"09","001",,,"055100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010551003","Block Group 3",,,,173009,,,,766,22,744,674,525,275,64,15,587,587,0,1129,1072,1015,0,0,47,0,0,10,57,32,0,0,0,0,8,17
"090010551004","Block Group 4, Census Tract 551, Fairfield County, Connecticut","ACSSF","ct","150","00","0001717",,,,,"09","001",,,"055100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010551004","Block Group 4",,,,157083,,,,1201,21,1180,1110,983,517,191,56,711,695,16,1755,1665,1298,63,0,87,0,25,192,90,80,0,0,0,0,0,10
"090010551005","Block Group 5, Census Tract 551, Fairfield County, Connecticut","ACSSF","ct","150","00","0001718",,,,,"09","001",,,"055100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010551005","Block Group 5",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"090010551006","Block Group 6, Census Tract 551, Fairfield County, Connecticut","ACSSF","ct","150","00","0001719",,,,,"09","001",,,"055100","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010551006","Block Group 6",,,,248125,,,,681,0,681,632,493,285,79,48,558,513,45,1034,1019,834,0,0,48,0,0,137,15,8,0,0,0,0,0,7
"090010552001","Block Group 1, Census Tract 552, Fairfield County, Connecticut","ACSSF","ct","150","00","0001720",,,,,"09","001",,,"055200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010552001","Block Group 1",,,,250001,,,,1159,0,1159,1099,916,601,196,78,889,874,15,1740,1625,1377,117,9,14,0,0,108,115,90,0,0,0,0,0,25
"090010552002","Block Group 2, Census Tract 552, Fairfield County, Connecticut","ACSSF","ct","150","00","0001721",,,,,"09","001",,,"055200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010552002","Block Group 2",,,,250001,,,,510,6,504,489,441,258,73,12,412,390,22,881,866,765,0,0,19,0,0,82,15,15,0,0,0,0,0,0
"090010552003","Block Group 3, Census Tract 552, Fairfield County, Connecticut","ACSSF","ct","150","00","0001722",,,,,"09","001",,,"055200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010552003","Block Group 3",,,,191719,,,,1127,21,1106,1033,915,539,167,50,951,919,32,1719,1637,1433,25,0,162,0,0,17,82,52,0,0,0,0,0,30
"090010601001","Block Group 1, Census Tract 601, Fairfield County, Connecticut","ACSSF","ct","150","00","0001723",,,,,"09","001",,,"060100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010601001","Block Group 1",,,,139000,,,,1021,0,1021,804,642,310,89,15,786,776,10,1414,1143,1023,110,0,0,0,0,10,271,11,0,0,0,0,260,0
"090010601002","Block Group 2, Census Tract 601, Fairfield County, Connecticut","ACSSF","ct","150","00","0001724",,,,,"09","001",,,"060100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010601002","Block Group 2",,,,124125,,,,486,49,437,323,218,47,9,0,210,200,10,593,532,406,14,8,25,0,0,79,61,27,0,0,0,0,5,29
"090010601003","Block Group 3, Census Tract 601, Fairfield County, Connecticut","ACSSF","ct","150","00","0001725",,,,,"09","001",,,"060100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010601003","Block Group 3",,,,215598,,,,803,69,734,605,507,324,97,66,626,590,36,2061,1929,1686,132,0,70,0,0,41,132,75,0,0,0,0,46,11
"090010602001","Block Group 1, Census Tract 602, Fairfield County, Connecticut","ACSSF","ct","150","00","0001726",,,,,"09","001",,,"060200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010602001","Block Group 1",,,,120268,,,,1366,75,1291,1109,687,279,41,18,1022,990,32,1802,1628,1556,0,0,33,0,0,39,174,113,0,0,10,0,12,39
"090010602002","Block Group 2, Census Tract 602, Fairfield County, Connecticut","ACSSF","ct","150","00","0001727",,,,,"09","001",,,"060200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010602002","Block Group 2",,,,99219,,,,925,65,860,770,557,211,42,17,523,462,61,1229,1087,1023,45,0,7,0,0,12,142,50,0,0,0,0,0,92
"090010602003","Block Group 3, Census Tract 602, Fairfield County, Connecticut","ACSSF","ct","150","00","0001728",,,,,"09","001",,,"060200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010602003","Block Group 3",,,,,,,,489,48,441,389,266,97,11,11,363,343,20,622,573,457,0,0,99,0,0,17,49,49,0,0,0,0,0,0
"090010602004","Block Group 4, Census Tract 602, Fairfield County, Connecticut","ACSSF","ct","150","00","0001729",,,,,"09","001",,,"060200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010602004","Block Group 4",,,,97917,,,,420,16,404,354,252,79,0,0,353,343,10,779,713,713,0,0,0,0,0,0,66,66,0,0,0,0,0,0
"090010603001","Block Group 1, Census Tract 603, Fairfield County, Connecticut","ACSSF","ct","150","00","0001730",,,,,"09","001",,,"060300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010603001","Block Group 1",,,,250001,,,,740,10,730,633,549,261,63,15,622,596,26,1150,1141,1060,0,0,21,0,0,60,9,9,0,0,0,0,0,0
"090010603002","Block Group 2, Census Tract 603, Fairfield County, Connecticut","ACSSF","ct","150","00","0001731",,,,,"09","001",,,"060300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010603002","Block Group 2",,,,121795,,,,735,3,732,552,442,212,60,13,483,435,48,1037,1007,946,0,0,61,0,0,0,30,0,0,0,0,0,0,30
"090010603003","Block Group 3, Census Tract 603, Fairfield County, Connecticut","ACSSF","ct","150","00","0001732",,,,,"09","001",,,"060300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010603003","Block Group 3",,,,233792,,,,1329,17,1312,1263,1106,607,179,19,933,913,20,1919,1898,1827,0,0,71,0,0,0,21,21,0,0,0,0,0,0
"090010604001","Block Group 1, Census Tract 604, Fairfield County, Connecticut","ACSSF","ct","150","00","0001733",,,,,"09","001",,,"060400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010604001","Block Group 1",,,,247813,,,,485,0,485,466,388,190,97,0,292,292,0,713,705,694,0,0,0,0,11,0,8,8,0,0,0,0,0,0
"090010604002","Block Group 2, Census Tract 604, Fairfield County, Connecticut","ACSSF","ct","150","00","0001734",,,,,"09","001",,,"060400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010604002","Block Group 2",,,,250001,,,,469,1,468,424,299,134,39,28,271,271,0,664,628,593,1,0,34,0,0,0,36,0,0,0,0,0,15,21
"090010604003","Block Group 3, Census Tract 604, Fairfield County, Connecticut","ACSSF","ct","150","00","0001735",,,,,"09","001",,,"060400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010604003","Block Group 3",,,,,,,,539,0,539,539,517,299,66,14,513,513,0,1119,1119,1105,0,0,14,0,0,0,0,0,0,0,0,0,0,0
